Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Danny Amendola (13040613),Danny Amendola,13040613,WR/FLEX,3600,DET@ARI 09/08/2019 04:25PM ET,DET,8.50
TE,Delanie Walker (13040604),Delanie Walker,13040604,TE/FLEX,3500,TEN@CLE 09/08/2019 01:00PM ET,TEN,9.2
RB,Duke Johnson Jr. (13041028),Duke Johnson Jr.,13041028,RB/FLEX,3500,TEN@CLE 09/08/2019 01:00PM ET,CLE,8.25
WR,A.J. Brown (13041817),A.J. Brown,13041817,WR/FLEX,3500,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Chris Thompson (13040758),Chris Thompson,13040758,RB/FLEX,3500,WAS@PHI 09/08/2019 01:00PM ET,WAS,9.16
WR,David Moore (13041835),David Moore,13041835,WR/FLEX,3500,CIN@SEA 09/08/2019 04:05PM ET,SEA,6.12
DST,Cowboys  (13040570),Cowboys ,13040570,DST,3500,NYG@DAL 09/08/2019 04:25PM ET,DAL,5.44
RB,Jordan Scarlett (13041653),Jordan Scarlett,13041653,RB/FLEX,3400,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
DST,Browns  (13040569),Browns ,13040569,DST,3400,TEN@CLE 09/08/2019 01:00PM ET,CLE,6.38
WR,Keelan Cole (13041316),Keelan Cole,13041316,WR/FLEX,3400,KC@JAX 09/08/2019 01:00PM ET,JAX,5.88
RB,Darrel Williams (13041360),Darrel Williams,13041360,RB/FLEX,3400,KC@JAX 09/08/2019 01:00PM ET,KC,2.88
WR,Trey Quinn (13041358),Trey Quinn,13041358,WR/FLEX,3400,WAS@PHI 09/08/2019 01:00PM ET,WAS,7.5
WR,JJ Arcega-Whiteside (13041732),JJ Arcega-Whiteside,13041732,WR/FLEX,3400,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
TE,Jack Doyle (13040726),Jack Doyle,13040726,TE/FLEX,3400,IND@LAC 09/08/2019 04:05PM ET,IND,10.25
WR,Andy Isabella (13041647),Andy Isabella,13041647,WR/FLEX,3400,DET@ARI 09/08/2019 04:25PM ET,ARI,0
WR,Chris Hogan (13040849),Chris Hogan,13040849,WR/FLEX,3300,LAR@CAR 09/08/2019 01:00PM ET,CAR,6.32
WR,Josh Reynolds (13041365),Josh Reynolds,13041365,WR/FLEX,3300,LAR@CAR 09/08/2019 01:00PM ET,LAR,6.45
WR,Antonio Callaway (13041651),Antonio Callaway,13041651,WR/FLEX,3300,TEN@CLE 09/08/2019 01:00PM ET,CLE,8.33
RB,Alfred Blue (13040773),Alfred Blue,13040773,RB/FLEX,3300,KC@JAX 09/08/2019 01:00PM ET,JAX,5.95
WR,D.J. Chark Jr. (13041352),D.J. Chark Jr.,13041352,WR/FLEX,3300,KC@JAX 09/08/2019 01:00PM ET,JAX,2.76
DST,Vikings  (13040577),Vikings ,13040577,DST,3300,ATL@MIN 09/08/2019 01:00PM ET,MIN,7.75
TE,Kyle Rudolph (13040720),Kyle Rudolph,13040720,TE/FLEX,3300,ATL@MIN 09/08/2019 01:00PM ET,MIN,9.65
RB,Bilal Powell (13040664),Bilal Powell,13040664,RB/FLEX,3300,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,8.76
RB,T.J. Yeldon (13040985),T.J. Yeldon,13040985,RB/FLEX,3300,BUF@NYJ 09/08/2019 01:00PM ET,BUF,12.44
WR,Terry McLaurin (13041497),Terry McLaurin,13041497,WR/FLEX,3300,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
WR,Travis Benjamin (13040709),Travis Benjamin,13040709,WR/FLEX,3300,IND@LAC 09/08/2019 04:05PM ET,LAC,3.2
WR,Chester Rogers (13041105),Chester Rogers,13041105,WR/FLEX,3300,IND@LAC 09/08/2019 04:05PM ET,IND,7.43
WR,Cody Latimer (13040965),Cody Latimer,13040965,WR/FLEX,3300,NYG@DAL 09/08/2019 04:25PM ET,NYG,6
RB,Paul Perkins (13041015),Paul Perkins,13041015,RB/FLEX,3300,NYG@DAL 09/08/2019 04:25PM ET,NYG,0
WR,Breshad Perriman (13040997),Breshad Perriman,13040997,WR/FLEX,3300,SF@TB 09/08/2019 04:25PM ET,TB,6.22
DST,Rams  (13040575),Rams ,13040575,DST,3200,LAR@CAR 09/08/2019 01:00PM ET,LAR,8.74
TE,Greg Olsen (13040606),Greg Olsen,13040606,TE/FLEX,3200,LAR@CAR 09/08/2019 01:00PM ET,CAR,8.9
WR,Jarius Wright (13040713),Jarius Wright,13040713,WR/FLEX,3200,LAR@CAR 09/08/2019 01:00PM ET,CAR,6.16
WR,Rashard Higgins (13041191),Rashard Higgins,13041191,WR/FLEX,3200,TEN@CLE 09/08/2019 01:00PM ET,CLE,9.17
WR,Demarcus Robinson (13041125),Demarcus Robinson,13041125,WR/FLEX,3200,KC@JAX 09/08/2019 01:00PM ET,KC,4.36
WR,Chris Moore (13040941),Chris Moore,13040941,WR/FLEX,3200,BAL@MIA 09/08/2019 01:00PM ET,BAL,2.72
TE,Austin Hooper (13041175),Austin Hooper,13041175,TE/FLEX,3200,ATL@MIN 09/08/2019 01:00PM ET,ATL,10.19
RB,Ty Montgomery (13040883),Ty Montgomery,13040883,RB/FLEX,3200,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,5.16
RB,Wendell Smallwood (13041134),Wendell Smallwood,13041134,RB/FLEX,3200,WAS@PHI 09/08/2019 01:00PM ET,PHI,7.18
RB,Corey Clement (13041202),Corey Clement,13041202,RB/FLEX,3200,WAS@PHI 09/08/2019 01:00PM ET,PHI,7.37
RB,Spencer Ware (13040775),Spencer Ware,13040775,RB/FLEX,3200,IND@LAC 09/08/2019 04:05PM ET,IND,5.86
WR,Alex Erickson (13040993),Alex Erickson,13040993,WR/FLEX,3200,CIN@SEA 09/08/2019 04:05PM ET,CIN,2.37
WR,Darius Slayton (13041677),Darius Slayton,13041677,WR/FLEX,3200,NYG@DAL 09/08/2019 04:25PM ET,NYG,0
WR,Justin Watson (13041437),Justin Watson,13041437,WR/FLEX,3200,SF@TB 09/08/2019 04:25PM ET,TB,0.12
RB,Bruce Anderson III (13041747),Bruce Anderson III,13041747,RB/FLEX,3200,SF@TB 09/08/2019 04:25PM ET,TB,0
WR,Taywan Taylor (13041280),Taywan Taylor,13041280,WR/FLEX,3100,TEN@CLE 09/08/2019 01:00PM ET,TEN,7.05
WR,Chris Conley (13040862),Chris Conley,13040862,WR/FLEX,3100,KC@JAX 09/08/2019 01:00PM ET,JAX,5.19
RB,Kenneth Dixon (13041037),Kenneth Dixon,13041037,RB/FLEX,3100,BAL@MIA 09/08/2019 01:00PM ET,BAL,9.57
RB,Gus Edwards (13041183),Gus Edwards,13041183,RB/FLEX,3100,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.42
DST,Jets  (13040579),Jets ,13040579,DST,3100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,6.81
RB,Elijah McGuire (13041173),Elijah McGuire,13041173,RB/FLEX,3100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,10.99
RB,Darren Sproles (13040593),Darren Sproles,13040593,RB/FLEX,3100,WAS@PHI 09/08/2019 01:00PM ET,PHI,9
RB,Josh Adams (13041722),Josh Adams,13041722,RB/FLEX,3100,WAS@PHI 09/08/2019 01:00PM ET,PHI,5.54
WR,Zach Pascal (13041005),Zach Pascal,13041005,WR/FLEX,3100,IND@LAC 09/08/2019 04:05PM ET,IND,3.97
DST,Seahawks  (13040584),Seahawks ,13040584,DST,3100,CIN@SEA 09/08/2019 04:05PM ET,SEA,7.41
WR,Jaron Brown (13040703),Jaron Brown,13040703,WR/FLEX,3100,CIN@SEA 09/08/2019 04:05PM ET,SEA,3.56
TE,Tyler Eifert (13040756),Tyler Eifert,13040756,TE/FLEX,3100,CIN@SEA 09/08/2019 04:05PM ET,CIN,9.72
RB,J.D. McKissic (13040957),J.D. McKissic,13040957,RB/FLEX,3100,CIN@SEA 09/08/2019 04:05PM ET,SEA,1.68
RB,Chase Edmonds (13041443),Chase Edmonds,13041443,RB/FLEX,3100,DET@ARI 09/08/2019 04:25PM ET,ARI,3.94
WR,Hakeem Butler (13041690),Hakeem Butler,13041690,WR/FLEX,3100,DET@ARI 09/08/2019 04:25PM ET,ARI,0
TE,T.J. Hockenson (13041799),T.J. Hockenson,13041799,TE/FLEX,3100,DET@ARI 09/08/2019 04:25PM ET,DET,0
RB,Mike Weber Jr. (13041645),Mike Weber Jr.,13041645,RB/FLEX,3100,NYG@DAL 09/08/2019 04:25PM ET,DAL,0
WR,Torrey Smith (13040652),Torrey Smith,13040652,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,4.54
WR,Aldrick Robinson (13040662),Aldrick Robinson,13040662,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,5.01
WR,DeAndrew White (13040825),DeAndrew White,13040825,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Rashad Ross (13040881),Rashad Ross,13040881,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,JoJo Natson (13041039),JoJo Natson,13041039,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,-0.06
WR,Jaydon Mickens (13041066),Jaydon Mickens,13041066,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,Cameron Artis-Payne (13041123),Cameron Artis-Payne,13041123,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,1.93
RB,Justin Davis (13041128),Justin Davis,13041128,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0.17
WR,Andre Levrone (13041220),Andre Levrone,13041220,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,KhaDarel Hodge (13041305),KhaDarel Hodge,13041305,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0.22
WR,Jonathan Lloyd (13041331),Jonathan Lloyd,13041331,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Jalen Greene (13041372),Jalen Greene,13041372,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Austin Proehl (13041377),Austin Proehl,13041377,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Nsimba Webster (13041398),Nsimba Webster,13041398,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
RB,Reggie Bonnafon (13041421),Reggie Bonnafon,13041421,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Mike Thomas (13041461),Mike Thomas,13041461,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Terry Godwin (13041655),Terry Godwin,13041655,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,John Kelly (13041659),John Kelly,13041659,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,1.73
WR,Damion Jeanpiere Jr. (13041702),Damion Jeanpiere Jr.,13041702,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Alex Bachman (13041718),Alex Bachman,13041718,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
RB,Matt Colburn (13041720),Matt Colburn,13041720,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
RB,Elijah Holyfield (13041793),Elijah Holyfield,13041793,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,Alex Armah (13041833),Alex Armah,13041833,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0.94
RB,David Fluellen (13040834),David Fluellen,13040834,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0.23
WR,Darius Jennings (13040927),Darius Jennings,13040927,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,1.76
WR,Blake Jackson (13041031),Blake Jackson,13041031,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Kalif Raymond (13041035),Kalif Raymond,13041035,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Cody Hollister (13041087),Cody Hollister,13041087,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Tajae Sharpe (13041109),Tajae Sharpe,13041109,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,4.64
WR,Jaelen Strong (13041156),Jaelen Strong,13041156,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Ishmael Hyman (13041177),Ishmael Hyman,13041177,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Derrick Willies (13041187),Derrick Willies,13041187,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.82
RB,Kareem Hunt (13041242),Kareem Hunt,13041242,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,21.47
RB,Dalyn Dawkins (13041260),Dalyn Dawkins,13041260,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Dontrell Hilliard (13041346),Dontrell Hilliard,13041346,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.68
WR,Dorian Baker (13041467),Dorian Baker,13041467,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,A.J. Ouellette (13041517),A.J. Ouellette,13041517,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Jeremy McNichols (13041519),Jeremy McNichols,13041519,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0.4
WR,Cameron Batson (13041543),Cameron Batson,13041543,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,1.48
RB,D'Ernest Johnson (13041546),D'Ernest Johnson,13041546,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Trayone Gray (13041552),Trayone Gray,13041552,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Damion Ratley (13041578),Damion Ratley,13041578,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,2.11
WR,Anthony Ratliff-Williams (13041587),Anthony Ratliff-Williams,13041587,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Joseph Parker (13041614),Joseph Parker,13041614,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Alex Barnes (13041616),Alex Barnes,13041616,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Stephen Carlson (13041680),Stephen Carlson,13041680,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,D.J. Montgomery (13041847),D.J. Montgomery,13041847,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Damon Sheehy-Guiseppi (13041867),Damon Sheehy-Guiseppi,13041867,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Anthony Sherman (13040659),Anthony Sherman,13040659,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,1.32
WR,Terrelle Pryor Sr. (13040683),Terrelle Pryor Sr.,13040683,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,6.64
RB,Benny Cunningham (13040735),Benny Cunningham,13040735,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0.26
WR,Tre McBride (13040879),Tre McBride,13040879,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Thomas Rawls (13040923),Thomas Rawls,13040923,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Gehrig Dieter (13040999),Gehrig Dieter,13040999,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0.88
WR,C.J. Board (13041070),C.J. Board,13041070,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Marcus Kemp (13041226),Marcus Kemp,13041226,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0.09
WR,Davon Grayson (13041232),Davon Grayson,13041232,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Rashard Davis (13041278),Rashard Davis,13041278,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Tyre Brady (13041425),Tyre Brady,13041425,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Cody Thompson (13041447),Cody Thompson,13041447,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jamal Custis (13041502),Jamal Custis,13041502,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Taj McGowan (13041604),Taj McGowan,13041604,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Marcus Marshall (13041636),Marcus Marshall,13041636,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Quadree Henderson (13041657),Quadree Henderson,13041657,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Michael Walker (13041696),Michael Walker,13041696,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Felton Davis (13041716),Felton Davis,13041716,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Ryquell Armstead (13041728),Ryquell Armstead,13041728,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Marcus Simms (13041759),Marcus Simms,13041759,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Byron Pringle (13041773),Byron Pringle,13041773,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Raphael Leonard (13041845),Raphael Leonard,13041845,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Darwin Thompson (13041853),Darwin Thompson,13041853,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jalen Tolliver (13041857),Jalen Tolliver,13041857,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,2.23
RB,Josh Caldwell (13041889),Josh Caldwell,13041889,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Michael Floyd (13040681),Michael Floyd,13040681,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,2.15
WR,Brice Butler (13040689),Brice Butler,13040689,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,2.25
RB,Tyler Ervin (13040904),Tyler Ervin,13040904,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0.72
WR,Jakeem Grant (13040919),Jakeem Grant,13040919,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,7.23
RB,Kenneth Farrow (13040967),Kenneth Farrow,13040967,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Patrick Ricard (13041003),Patrick Ricard,13041003,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Ricardo Louis (13041047),Ricardo Louis,13041047,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Seth Roberts (13041113),Seth Roberts,13041113,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,7.13
WR,Reece Horn (13041117),Reece Horn,13041117,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
TE,Mark Andrews (13041329),Mark Andrews,13041329,TE/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,6.66
RB,Patrick Laird (13041473),Patrick Laird,13041473,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Saeed Blacknall (13041479),Saeed Blacknall,13041479,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
TE,Mike Gesicki (13041499),Mike Gesicki,13041499,TE/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,2.58
WR,Isaiah Ford (13041509),Isaiah Ford,13041509,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Sean Modster (13041521),Sean Modster,13041521,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Myles Gaskin (13041581),Myles Gaskin,13041581,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Chandler Cox (13041595),Chandler Cox,13041595,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Mark Walton (13041621),Mark Walton,13041621,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0.89
WR,Preston Williams (13041630),Preston Williams,13041630,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Jaylen Smith (13041639),Jaylen Smith,13041639,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,T.J. Rahming (13041664),T.J. Rahming,13041664,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Miles Boykin (13041724),Miles Boykin,13041724,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Trenton Irwin (13041734),Trenton Irwin,13041734,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,De'Lance Turner (13041745),De'Lance Turner,13041745,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,1.02
WR,Jaleel Scott (13041771),Jaleel Scott,13041771,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Antoine Wesley (13041807),Antoine Wesley,13041807,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Christopher Ezeala (13041859),Christopher Ezeala,13041859,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Joe Horn Jr. (13041887),Joe Horn Jr.,13041887,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Kenjon Barner (13040687),Kenjon Barner,13040687,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0.93
WR,Jordan Taylor (13040792),Jordan Taylor,13040792,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Justin Hardy (13040829),Justin Hardy,13040829,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,2.46
RB,Ameer Abdullah (13040858),Ameer Abdullah,13040858,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.49
RB,De'Angelo Henderson (13040902),De'Angelo Henderson,13040902,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.3
RB,Ricky Ortiz (13041064),Ricky Ortiz,13041064,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0.34
WR,Chad Beebe (13041240),Chad Beebe,13041240,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,2.63
WR,Jeff Badet (13041244),Jeff Badet,13041244,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Laquon Treadwell (13041258),Laquon Treadwell,13041258,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,4.75
RB,Marcus Green (13041350),Marcus Green,13041350,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
WR,Russell Gage (13041356),Russell Gage,13041356,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0.82
RB,Brian Hill (13041383),Brian Hill,13041383,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,1.96
RB,Qadree Ollison (13041441),Qadree Ollison,13041441,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
WR,C.J. Worton (13041465),C.J. Worton,13041465,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,Tony Brooks-James (13041477),Tony Brooks-James,13041477,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,Khari Blasingame (13041483),Khari Blasingame,13041483,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Christian Blake (13041515),Christian Blake,13041515,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,Mike Boone (13041566),Mike Boone,13041566,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.85
WR,Kahlil Lewis (13041591),Kahlil Lewis,13041591,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
WR,Olabisi Johnson (13041599),Olabisi Johnson,13041599,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Olamide Zaccheaus (13041704),Olamide Zaccheaus,13041704,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
WR,Davion Davis (13041749),Davion Davis,13041749,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Dillon Mitchell (13041755),Dillon Mitchell,13041755,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Devin Gray (13041763),Devin Gray,13041763,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,C.J. Ham (13041781),C.J. Ham,13041781,RB/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,1.35
WR,Brandon Zylstra (13041785),Brandon Zylstra,13041785,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.21
WR,Alexander Hollins (13041843),Alexander Hollins,13041843,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
WR,Shawn Bane (13041873),Shawn Bane,13041873,WR/FLEX,3000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
DST,Bills  (13040567),Bills ,13040567,DST,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,6.69
WR,Andre Roberts (13040631),Andre Roberts,13040631,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,2.31
WR,Deonte Thompson (13040646),Deonte Thompson,13040646,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,2.55
RB,Patrick DiMarco (13040672),Patrick DiMarco,13040672,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0.63
RB,Marcus Murphy (13040804),Marcus Murphy,13040804,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,3.51
WR,Josh Bellamy (13040812),Josh Bellamy,13040812,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,2.24
RB,Senorise Perry (13040814),Senorise Perry,13040814,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
WR,Charone Peake (13040894),Charone Peake,13040894,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0.35
WR,Victor Bolden Jr. (13041270),Victor Bolden Jr.,13041270,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0.33
RB,Jalin Moore (13041362),Jalin Moore,13041362,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
